Compze.Tessaging.Hosting.Testing	Class	TestingComponentRegistrarTestingSqlLayerRegistrar	Compze.Tessaging.Hosting.Testing\Wiring\TestingComponentRegistrar.TestingSqlLayerRegistrar.cs
Compze.Tessaging.Hosting.Testing	Class	TestingComponentRegistrarTransport	Compze.Tessaging.Hosting.Testing\Wiring\TestingComponentRegistrar.Transport.cs
Compze.Tessaging.Teventive.TeventStore	Interface	IQueryModelEntityCollectionManager	Compze.Tessaging.Teventive.TeventStore\QueryModels\SelfGeneratingQueryModels\IQueryModelEntityCollectionManager.cs
Compze.Tessaging.Teventive.TeventStore	Class	AssertMigrationsAreIdempotentTeventModifier	Compze.Tessaging.Teventive.TeventStore\Refactoring\Migrations\AssertMigrationsAreIdempotentTeventModifier.cs
Compze.Tessaging.Teventive.TeventStore	Class	CompleteTeventStoreStreamMutator	Compze.Tessaging.Teventive.TeventStore\Refactoring\Migrations\CompleteTeventStoreStreamMutator.cs
Compze.Tessaging.Teventive.TeventStore	Class	EndOfTaggregateHistoryTeventPlaceHolder	Compze.Tessaging.Teventive.TeventStore\Refactoring\Migrations\SingleTaggregateInstanceTeventStreamMutator.cs
Compze.Tessaging.Teventive.TeventStore	Class	SingleTaggregateInstanceTeventStreamMutator	Compze.Tessaging.Teventive.TeventStore\Refactoring\Migrations\SingleTaggregateInstanceTeventStreamMutator.cs
Compze.Tessaging.Teventive.TeventStore	Class	TaggregateHistoryValidator	Compze.Tessaging.Teventive.TeventStore\TaggregateHistoryValidator.cs
Compze.Tessaging.Teventive.TeventStore	Class	TaggregateTeventDataConverter	Compze.Tessaging.Teventive.TeventStore\TaggregateTeventDataConverter.cs
Compze.Tessaging.Teventive.TeventStore	Class	TeventStoreUpdater	Compze.Tessaging.Teventive.TeventStore\TeventStoreUpdater.cs
Compze.Tests.Common	Class	Ec2	..\test\Compze.Tests.Common\CQRS\TeventRefactoring\Migrations\TestTaggregate.cs
Compze.Tests.Common	Class	Ec3	..\test\Compze.Tests.Common\CQRS\TeventRefactoring\Migrations\TestTaggregate.cs
Compze.Tests.Common	Class	Updated	..\test\Compze.Tests.Common\Tessaging\ServiceBusSpecification\Given_a_backend_endpoint_with_a_tommand_tevent_and_tuery_handler\_Fixture.Tessages.cs
Compze.Tests.Common	Class	MyUpdateTaggregateTommand	..\test\Compze.Tests.Common\Tessaging\ServiceBusSpecification\Given_a_backend_endpoint_with_a_tommand_tevent_and_tuery_handler\_Fixture.Tessages.cs
Compze.Tests.Common	Class	Created	..\test\Compze.Tests.Common\Tessaging\ServiceBusSpecification\Given_a_backend_endpoint_with_a_tommand_tevent_and_tuery_handler\_Fixture.Tessages.cs
Compze.Tests.Common	Class	MyExactlyOnceTevent	..\test\Compze.Tests.Common\Tessaging\ServiceBusSpecification\Given_a_backend_endpoint_with_a_tommand_tevent_and_tuery_handler\_Fixture.Tessages.cs
Compze.Tests.Common	Interface	IMyExactlyOnceTevent	..\test\Compze.Tests.Common\Tessaging\ServiceBusSpecification\Given_a_backend_endpoint_with_a_tommand_tevent_and_tuery_handler\_Fixture.Tessages.cs
Compze.Tests.Integration	Interface	IAccountTevent	..\test\Compze.Tests.Integration\CQRS\QueryModels\AutoGenerated\QueryModelGeneratingDocumentDbReaderTests.cs
Compze.Tests.ScratchPad	Interface	IUserPublisherIdentifyingTevent	..\test\Compze.Tests.ScratchPad\ReflectionEmit\GenericTypeGeneration.cs
